ts,bayId,T,RH,soil_theta,PPFD,CO2,ext_T,irrigation_liters,pump_on
2025-08-30 03:20:00,A1,24.36,70.62,0.2831,-1.4,394.8,27.95,0.0,0
2025-08-30 03:30:00,A1,24.81,71.68,0.2827,-12.7,384.4,27.7,0.0,0
2025-08-30 03:40:00,A1,23.81,72.11,0.282,-17.1,379.1,27.46,0.0,0
2025-08-30 03:50:00,A1,23.01,71.91,0.2813,9.9,392.5,27.23,0.0,0
2025-08-30 04:00:00,A1,23.35,72.47,0.2808,-45.5,399.1,27.0,0.0,0
2025-08-30 04:10:00,A1,23.44,76.5,0.2804,22.5,384.6,26.78,0.0,0
2025-08-30 04:20:00,A1,23.05,74.72,0.286,-12.5,379.8,26.56,0.63,1
2025-08-30 04:30:00,A1,22.65,73.27,0.2845,-33.9,391.5,26.35,0.0,0
2025-08-30 04:40:00,A1,22.78,75.49,0.2837,-13.5,392.1,26.14,0.0,0
2025-08-30 04:50:00,A1,22.65,73.64,0.2817,37.7,397.8,25.95,0.0,0
2025-08-30 05:00:00,A1,22.59,76.84,0.2802,-16.1,401.6,25.76,0.0,0
2025-08-30 05:10:00,A1,21.97,75.38,0.2937,10.8,394.2,25.58,1.507,1
2025-08-30 05:20:00,A1,21.3,74.56,0.2936,-21.9,410.3,25.4,0.0,0
2025-08-30 05:30:00,A1,21.33,75.77,0.2931,22.7,398.0,25.24,0.0,0
2025-08-30 05:40:00,A1,21.81,71.8,0.2929,20.6,394.2,25.09,0.0,0
2025-08-30 05:50:00,A1,20.45,72.73,0.2925,55.5,385.0,24.94,0.0,0
2025-08-30 06:00:00,A1,21.03,72.61,0.2918,-5.3,396.7,24.8,0.0,0
2025-08-30 06:10:00,A1,20.44,75.27,0.2913,63.7,397.0,24.68,0.0,0
2025-08-30 06:20:00,A1,20.58,78.41,0.291,90.1,408.4,24.56,0.0,0
2025-08-30 06:30:00,A1,21.22,79.33,0.29,169.4,405.4,24.46,0.0,0
2025-08-30 06:40:00,A1,20.48,76.05,0.2893,152.1,393.4,24.36,0.0,0
2025-08-30 06:50:00,A1,20.31,75.65,0.2885,238.8,405.3,24.28,0.0,0
2025-08-30 07:00:00,A1,19.39,70.89,0.2869,253.0,410.4,24.2,0.0,0
2025-08-30 07:10:00,A1,20.59,73.22,0.2865,298.8,418.4,24.14,0.0,0
2025-08-30 07:20:00,A1,20.48,72.52,0.2867,344.8,414.4,24.09,0.0,0
2025-08-30 07:30:00,A1,21.35,72.62,0.2854,390.3,414.6,24.05,0.0,0
2025-08-30 07:40:00,A1,19.84,73.26,0.285,419.1,410.2,24.02,0.0,0
2025-08-30 07:50:00,A1,20.14,72.36,0.2837,468.2,414.1,24.01,0.0,0
2025-08-30 08:00:00,A1,20.15,69.03,0.2828,547.3,422.2,24.0,0.0,0
2025-08-30 08:10:00,A1,20.95,74.15,0.2826,566.9,402.8,24.01,0.0,0
2025-08-30 08:20:00,A1,19.97,70.14,0.2814,599.7,412.0,24.02,0.0,0
2025-08-30 08:30:00,A1,20.22,72.38,0.2804,595.1,409.9,24.05,0.0,0
2025-08-30 08:40:00,A1,20.46,75.64,0.2923,616.1,420.4,24.09,1.381,1
2025-08-30 08:50:00,A1,20.25,69.22,0.2915,704.2,428.5,24.14,0.0,0
2025-08-30 09:00:00,A1,19.94,65.55,0.2909,733.4,415.2,24.2,0.0,0
2025-08-30 09:10:00,A1,20.39,69.56,0.2897,781.5,402.2,24.28,0.0,0
2025-08-30 09:20:00,A1,21.01,71.84,0.2887,747.9,419.3,24.36,0.0,0
2025-08-30 09:30:00,A1,19.84,73.05,0.2874,786.5,431.2,24.46,0.0,0
2025-08-30 09:40:00,A1,20.64,66.14,0.2867,770.0,429.5,24.56,0.0,0
2025-08-30 09:50:00,A1,20.26,69.05,0.2857,831.6,429.9,24.68,0.0,0
2025-08-30 10:00:00,A1,21.52,66.57,0.2834,895.9,425.5,24.8,0.0,0
2025-08-30 10:10:00,A1,20.03,66.71,0.2828,873.0,418.8,24.94,0.0,0
2025-08-30 10:20:00,A1,20.75,71.63,0.2813,925.5,434.4,25.09,0.0,0
2025-08-30 10:30:00,A1,21.47,62.73,0.2922,918.2,424.8,25.24,1.271,1
2025-08-30 10:40:00,A1,22.34,65.64,0.2906,949.4,450.2,25.4,0.0,0
2025-08-30 10:50:00,A1,21.54,65.45,0.2894,919.3,438.4,25.58,0.0,0
2025-08-30 11:00:00,A1,21.42,66.05,0.2882,968.5,430.4,25.76,0.0,0
2025-08-30 11:10:00,A1,23.08,63.44,0.287,886.6,431.2,25.95,0.0,0
2025-08-30 11:20:00,A1,21.27,63.22,0.2857,979.2,436.5,26.14,0.0,0
2025-08-30 11:30:00,A1,21.03,61.17,0.2841,942.5,436.3,26.35,0.0,0
2025-08-30 11:40:00,A1,22.82,61.85,0.2826,1032.4,448.2,26.56,0.0,0
2025-08-30 11:50:00,A1,22.47,59.97,0.281,1022.4,441.8,26.78,0.0,0
2025-08-30 12:00:00,A1,22.39,61.24,0.3027,1014.0,435.4,27.0,2.395,1
2025-08-30 12:10:00,A1,23.65,58.61,0.3008,1044.7,457.2,27.23,0.0,0
2025-08-30 12:20:00,A1,23.61,59.45,0.2998,967.7,443.4,27.46,0.0,0
2025-08-30 12:30:00,A1,23.37,57.98,0.2991,1043.9,450.0,27.7,0.0,0
2025-08-30 12:40:00,A1,23.18,59.65,0.298,1012.8,439.7,27.95,0.0,0
2025-08-30 12:50:00,A1,24.72,56.65,0.2972,969.2,448.2,28.2,0.0,0
2025-08-30 13:00:00,A1,24.84,52.57,0.2956,1000.0,448.5,28.45,0.0,0
2025-08-30 13:10:00,A1,24.64,58.01,0.295,920.5,431.5,28.7,0.0,0
2025-08-30 13:20:00,A1,26.07,53.06,0.2944,915.0,463.3,28.96,0.0,0
2025-08-30 13:30:00,A1,24.57,52.95,0.2921,905.6,458.0,29.22,0.0,0
2025-08-30 13:40:00,A1,24.56,52.47,0.2907,890.4,445.0,29.48,0.0,0
2025-08-30 13:50:00,A1,25.32,55.82,0.2892,855.3,439.8,29.74,0.0,0
2025-08-30 14:00:00,A1,25.97,48.23,0.2874,902.7,451.8,30.0,0.0,0
2025-08-30 14:10:00,A1,26.41,58.22,0.2861,835.6,450.0,30.26,0.0,0
2025-08-30 14:20:00,A1,26.38,53.51,0.2846,829.7,452.4,30.52,0.0,0
2025-08-30 14:30:00,A1,26.99,51.32,0.2826,776.2,451.3,30.78,0.0,0
2025-08-30 14:40:00,A1,26.29,50.25,0.2812,711.4,453.9,31.04,0.0,0
2025-08-30 14:50:00,A1,28.16,50.44,0.2801,745.4,461.5,31.3,0.0,0
2025-08-30 15:00:00,A1,27.5,50.44,0.2787,649.7,454.5,31.55,0.0,0
2025-08-30 15:10:00,A1,28.47,50.23,0.2763,673.5,441.6,31.8,0.0,0
2025-08-30 15:20:00,A1,28.26,49.62,0.2917,601.7,460.8,32.05,1.731,1
2025-08-30 15:30:00,A1,28.57,48.28,0.2899,668.4,462.9,32.3,0.0,0
2025-08-30 15:40:00,A1,28.88,47.32,0.2883,600.9,474.8,32.54,0.0,0
2025-08-30 15:50:00,A1,29.04,47.05,0.2862,540.5,440.3,32.77,0.0,0
2025-08-30 16:00:00,A1,29.39,46.62,0.2843,537.9,450.9,33.0,0.0,0
2025-08-30 16:10:00,A1,30.02,48.96,0.283,436.4,432.0,33.22,0.0,0
2025-08-30 16:20:00,A1,29.56,47.59,0.2817,438.9,452.6,33.44,0.0,0
2025-08-30 16:30:00,A1,30.08,40.26,0.2807,388.7,443.3,33.65,0.0,0
2025-08-30 16:40:00,A1,29.8,47.22,0.2948,349.9,462.6,33.86,1.576,1
2025-08-30 16:50:00,A1,30.92,46.08,0.2938,338.9,440.4,34.05,0.0,0
2025-08-30 17:00:00,A1,29.84,45.47,0.2931,280.8,432.5,34.24,0.0,0
2025-08-30 17:10:00,A1,31.5,44.58,0.292,225.1,441.5,34.42,0.0,0
2025-08-30 17:20:00,A1,30.57,47.48,0.2914,124.0,428.8,34.6,0.0,0
2025-08-30 17:30:00,A1,29.9,47.02,0.2903,101.7,449.8,34.76,0.0,0
2025-08-30 17:40:00,A1,30.99,43.51,0.2896,83.5,426.5,34.91,0.0,0
2025-08-30 17:50:00,A1,30.65,45.83,0.2886,46.4,442.3,35.06,0.0,0
2025-08-30 18:00:00,A1,31.7,43.06,0.287,-33.9,424.6,35.2,0.0,0
2025-08-30 18:10:00,A1,30.93,42.26,0.286,72.4,437.7,35.32,0.0,0
2025-08-30 18:20:00,A1,31.17,43.8,0.2844,45.5,452.4,35.44,0.0,0
2025-08-30 18:30:00,A1,30.41,46.85,0.2846,18.1,441.1,35.54,0.0,0
2025-08-30 18:40:00,A1,31.37,47.13,0.2833,2.2,430.3,35.64,0.0,0
2025-08-30 18:50:00,A1,30.27,46.38,0.2827,-6.4,435.9,35.72,0.0,0
2025-08-30 19:00:00,A1,30.85,46.96,0.2817,-28.6,435.1,35.8,0.0,0
2025-08-30 19:10:00,A1,32.31,46.73,0.297,2.3,437.6,35.86,1.708,1
2025-08-30 19:20:00,A1,32.38,44.62,0.295,7.7,421.7,35.91,0.0,0
2025-08-30 19:30:00,A1,32.2,47.01,0.2936,-37.3,436.2,35.95,0.0,0
2025-08-30 19:40:00,A1,31.4,48.01,0.2917,10.0,408.6,35.98,0.0,0
2025-08-30 19:50:00,A1,31.97,48.2,0.2904,-4.7,424.0,35.99,0.0,0
2025-08-30 20:00:00,A1,32.0,49.39,0.2889,-57.2,423.9,36.0,0.0,0
2025-08-30 20:10:00,A1,31.3,48.77,0.2876,-25.8,431.6,35.99,0.0,0
2025-08-30 20:20:00,A1,32.88,48.42,0.2868,-12.4,425.4,35.98,0.0,0
2025-08-30 20:30:00,A1,32.48,50.24,0.2856,56.6,412.7,35.95,0.0,0
2025-08-30 20:40:00,A1,31.78,48.46,0.2841,16.7,414.7,35.91,0.0,0
2025-08-30 20:50:00,A1,31.87,47.18,0.2834,-40.1,422.9,35.86,0.0,0
2025-08-30 21:00:00,A1,31.92,49.07,0.2826,14.6,419.4,35.8,0.0,0
2025-08-30 21:10:00,A1,30.5,48.38,0.2815,-46.4,414.1,35.72,0.0,0
2025-08-30 21:20:00,A1,31.49,49.01,0.2804,32.5,413.5,35.64,0.0,0
2025-08-30 21:30:00,A1,31.13,50.58,0.2948,-14.1,421.7,35.54,1.517,1
2025-08-30 21:40:00,A1,30.84,49.81,0.294,-2.8,410.6,35.44,0.0,0
2025-08-30 21:50:00,A1,31.15,51.32,0.2932,39.8,412.8,35.32,0.0,0
2025-08-30 22:00:00,A1,32.27,48.71,0.2919,-38.6,429.6,35.2,0.0,0
2025-08-30 22:10:00,A1,31.44,53.5,0.2907,-41.9,399.6,35.06,0.0,0
2025-08-30 22:20:00,A1,30.57,53.66,0.2894,-17.5,394.9,34.91,0.0,0
2025-08-30 22:30:00,A1,31.1,52.63,0.2887,31.2,414.8,34.76,0.0,0
2025-08-30 22:40:00,A1,31.44,56.19,0.2873,-45.6,401.9,34.6,0.0,0
2025-08-30 22:50:00,A1,30.98,57.36,0.2862,-85.0,403.6,34.42,0.0,0
2025-08-30 23:00:00,A1,30.28,52.9,0.2857,-13.5,398.8,34.24,0.0,0
2025-08-30 23:10:00,A1,29.67,55.23,0.2848,16.6,401.8,34.05,0.0,0
2025-08-30 23:20:00,A1,30.28,55.86,0.2844,36.0,415.6,33.86,0.0,0
2025-08-30 23:30:00,A1,29.89,56.16,0.2838,-13.9,408.2,33.65,0.0,0
2025-08-30 23:40:00,A1,29.98,60.35,0.2822,-12.3,407.6,33.44,0.0,0
2025-08-30 23:50:00,A1,29.6,58.96,0.2811,34.6,388.4,33.22,0.0,0
